initial_sentence,follow_sentence,generated_sentence,Bleu_1,Bleu_2,Bleu_3,Bleu_4,METEOR,ROUGE_L,CIDEr,SkipThoughtCS,EmbeddingAverageCosineSimilairty,VectorExtremaCosineSimilarity,GreedyMatchingScore
"The process was also apparently specific for Ni2+, the rate being unaffected by the presence of a range of other metal ions in large excess.","Equilibrium experiments showed that, over a range of nickel ion concentrations, the cells concentrated Ni2+ by a factor of 2700 +/- 240 (SEM)-fold, corresponding to a chemical diffusion potential for Ni2+ of 101 mV.",the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the two groups.,0.10256410256147275,1.642880193591135e-09,4.178335940166352e-12,2.121665383933931e-13,0.02165674066053059,0.11095952705775353,0,0.6496803760528564,0.782222,0.384716,0.574382
It may be difficult to identify because of insufficient diagnostic tools.,"At urography, the same ring-shaped accumulation of contrast medium at the corticomedullary junction was observed in two patients (mother and son) suffering from MCD.","the logarithm of the the length of the the socket, the logarithm of the logarithm of the the length of the arm... [PAD] [PAD] [PAD]...........",0.11999999999520003,2.236067977408484e-09,6.012854886393525e-12,3.1528613441200326e-13,0.02859340433457931,0.12290127602417732,0,0.4137571156024933,0.772606,0.182609,0.661027
"In addition, studies were performed for 28 mo in 57 untreated diabetic controls and in 55 nondiabetic controls.","Monthly metabolic studies showed that whole pancreas transplantation maintained very tight, lifelong metabolic control of diabetes.",the results of the results of the results of the results and of the results of the results of the results of the results of the results of the results of the results of the results of the results.,0.02564102564036821,8.214400967955679e-10,2.632186702273937e-12,1.5002439803884427e-13,0.016326530612244896,0.03932946486137976,0,0.6388496160507202,0.631027,0.272342,0.544586
Developmental temperature and life span in Drosophila melanogaster.,Constant developmental temperature: evidence for physiological adaptation in a wide temperature range.,the results of the the results of the the results of the the results of the the the v. v. v. v. v. v. v. v. v. v. v.,3.44827586195006e-17,3.509312031594811e-17,3.572948328323194e-17,3.6393742222494427e-17,0,0,0,0.5761017799377441,0.532811,0.124751,0.39934
Ovarian size in postmenopausal women.,Ovarian volumes have been determined by pelvic ultrasonography in 2246 apparently healthy postmenopausal women of whom 2221 were included in the statistical analysis.,"the role of the role of the the role of the the role of the the role of the role of the role of the role, and, and the role of the role of....",0.05882352941003464,1.3351146745465193e-09,3.819111929937049e-12,2.0588815727345864e-13,0.014611872146118721,0.07270560190703217,0,0.5162437558174133,0.731861,0.262358,0.585046
"Incubation in Ca2+-free, 1 mM EGTA buffer for 30 min lowered [Ca2+]i to 14 +/- 2 nM, and inhibited acute insulin release to both secretagogues.","If high glucose was present in the Ca2+-free period, reintroduction of 2.5 mM Ca2+ in high glucose restored insulin secretion only to the basal rate.","the results suggest that the sum of the sum of the logarithm of the logarithm of the unknowns, and, and the sum of the unknowns, respectively, and the logarithm of the logarithm of the unknowns.",0.08571428571183677,1.587768372028858e-09,4.243134364234638e-12,2.210434212077149e-13,0.028818443804034585,0.10309859154929576,0,0.7502888441085815,0.72233,0.172935,0.59221
Renal dysfunction and refractoriness to platelet transfusions occurred in the most severe forms.,"Seven patients recovered within 7-29 days of onset and four patients died, all with renal failure and fluid overload.","the results of the the results of the results of the the results of the monoclinic, and, and, and,linic, and, and, and monoclinic monoclinic lattices have been tabulated.",0.07142857142602044,1.6265001215217239e-09,4.6685098993880675e-12,2.5257985573759174e-13,0.037914691943127965,0.08815028901734102,0,0.7133246660232544,0.774748,0.156033,0.655009
"Human peripheral blood cells, when cultured in vitro, release bone-resorbing factors, which have been called osteoclast-activating factors (OAF) but remain unidentified.","We showed previously that a monocyte product, similar to interleukin 1 (IL 1), is a powerful stimulator of bone resorption in vitro.",the results of the results of the study and the results of the study are discussed and the results of the results of the study and the results of the study and the results of the study are discussed.,0.02564102564036821,8.214400967955679e-10,2.632186702273937e-12,1.5002439803884427e-13,0.014047410008779633,0.0345217883418223,0,0.6337003111839294,0.742181,0.241101,0.527879
"Endoscopy offers the best prospect of accurate diagnosis, but the sensitivity and specificity of this diagnostic modality is less than expected.","In particular, endoscopic biopsies may be falsely negative for carcinoma in a significant percentage of cases.",the significance of the the understanding of the understanding of the understanding of the understanding of the the understanding of the understanding of the understanding of the understanding of the understanding of the understanding of the understanding is discussed.,0.02564102564036821,8.214400967955679e-10,2.632186702273937e-12,1.5002439803884427e-13,0.018957345971563982,0.03932946486137976,0,0.625852108001709,0.688484,0.169097,0.568972
We wanted to evaluate the differential role of arachidonic acid metabolites derived from circulating or renal cells on the evolution of nephrotoxic nephritis.,"We used a nonselective cyclooxygenase inhibitor, aspirin, which blocks eicosanoid synthesis both in circulating cells and in renal tissue, as compared with a selective cyclooxygenase inhibitor, sulindac, which inhibits arachidonic acid metabolism in circulating cells, partially sparing renal cyclooxygenase.",the basis of the basis of the basis of the basis of the electrocardiogram was performed on the basis of the basis of the basis of the basis of the basis of the basis of the pendogram.,2.5604889061848358e-17,2.595807662963258e-17,2.6322908017562894e-17,2.6700034714432822e-17,0.004153686396677051,0,0,0.6097926497459412,0.55009,0.148715,0.519466
Comparison of responders to nonresponders indicated that female sex and a high initial level of serum aspartate aminotransferase correlated best with response to interferon therapy.,These findings indicate that a 4-mo course of recombinant alpha-interferon can induce a remission in disease in approximately one-third of patients with chronic hepatitis B.,the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the two groups.,0.05128205128073639,1.1616917255653596e-09,3.3163474334483016e-12,1.7841008157179387e-13,0.03623680540371835,0.06506666666666666,0,0.7232705950737,0.707352,0.304269,0.533491
This new concept of the author can account for the evolution of complex eukaryotic chromosome and harmonious functioning of extra-cellular organelles with the nucleus.,The concept also explains the sudden spurt of innumerable eukaryotic fossils at the early palaeozoic era.,the immunogenicity of the latter is independent of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of the logarithm of time.,0.07692307692110456,1.4227759830242193e-09,3.796270140323458e-12,1.974432115677638e-13,0.0659305359371836,0.11798839458413925,0,0.7383806705474854,0.604809,0.086658,0.600895
"Maintenance therapy with antifungal agents to prevent recurrent esophageal candidiasis may be beneficial, but the efficacy and cost effectiveness of this approach remain to be determined.","Because of the increasing numbers of patients with AIDS, frequency of esophageal disorders, such as candidiasis, in these patients and the morbidity of these disorders, an expansion of clinical research efforts to determine effective treatment and prophylaxis for these disorders is warranted.","the results of the determination of the severity of the disease are presented ( a ), the changes in the number of patients with the disease and in the duration of the disease are presented ( b ).",0.2605516812698355,0.13789518472406176,0.07804770986077705,1.051536397693674e-05,0.10121769117501563,0.2229894394800975,0,0.7912812829017639,0.901221,0.350416,0.72079
"As part of an international multicentered investigation a double-blind comparative clinical trial was conducted at the Department of Obstetrics and Gynecology, University Medical School, Szeged, Hungary, in order to study the effect of different combined oral contraceptives on blood pressure.","Healthy, normotensive women were randomly allocated to either of the following oral contraceptives: 250 micrograms levonorgestrel + 50 micrograms ethinyloestradiol (LN 250 + EE 50), 250 micrograms levonorgestrel + 30 micrograms ethinyloestradiol (LN 250 + EE 30), 1 mg norethisterone acetate + 50 micrograms ethinyloestradiol (NA 1 + EE 50).",the results of the study were compared with the results of the results of the other investigators in the light of the study of the effect of the combination of oral contraceptives on the control of blood pressure.,0.07675925815651112,0.03889481493650725,3.129284848947693e-07,8.938824393661028e-10,0.03181875022157859,0.08872727272727272,0,0.5886346697807312,0.489345,0.359805,0.577089
The results showed approximately 5 X 10(6) to 10 X 10(6) C3 molecules per yeast cell regardless of whether the yeast cells were sensitive or resistant to phagocytosis.,"Bound C3 was eluted from the yeast cells by treatment with 0.1 M NH2OH (pH 10), and the eluted fragments were examined by sodium dodecyl sulfate-polyacrylamide gel electrophoresis under reducing conditions.",the results of the results of the results of the results of the fusion of enclosed and enclosed cells were similar to those obtained from the results of the results of the fusion of the free and free cells.,0.15384615384220912,0.06362847629592486,4.783000660880887e-07,1.3203823351935062e-09,0.046583447562919225,0.08751793400286943,0,0.7581466436386108,0.736233,0.316471,0.562332
We have analysed the ability of fluorescein-specific cytolytic T lymphocytes (CTLs) to lyse a variety of hapten-derived target cells.,Our data demonstrate that: (i) fluorescein-specific CTLs distinguish between target cells conjugated with isomeric forms of the hapten in a way that is not attributable to differences in the target cell density of the two hapten isomers; (ii) the relative orientation of the haptenic moiety with respect to the target cell membrane is more important than the chemical nature of the hapten/protein linkage.,"the results of the results of the study were obtained from the ability of the target cells to bind to the cell surface antigen, which may be involved in the killing of hapten - derived target cells.",0.25431499659442725,0.15649259847709146,7.023925303260085e-07,1.498891536833822e-09,0.11015127040605725,0.22925148762918882,0,0.763200044631958,0.946074,0.411906,0.74014
The NHS has become part of the internal control system of the British racist immigration system.,"The cuts in the NHS, and in other areas of the welfare state, since 1979 have created the conditions for increasing racial conflict on the one hand and for interracial class-based resistance on the other.",the results of the results of the the results of the the results of the the results of the results of the results of the results of the results of the results of the results of the the results.,0.15384615384220912,0.06362847629592486,4.783000660880887e-07,1.3203823351935062e-09,0.046426985806660055,0.16375838926174496,0,0.6632341146469116,0.819254,0.284328,0.669215
"In the forestomach the incidence of squamous cell papilloma was significantly increased in the groups given hydrogen peroxide or formaldehyde, irrespective of prior initiation.",Duodenal adenocarcinoma was induced by the initiation alone (10%) and the incidence was not affected by the subsequent treatments.,"the development of the squamous cell papilloma corresponds to the development of the adrenal gland, which participates in the development of the development of the squamous cell papilloma in the glands of the forestomach.",0.08823529411505193,1.6351748503705e-09,4.371791820104282e-12,2.278527011349529e-13,0.03302373581011352,0.11929595827900913,0,0.7375335693359375,0.792924,0.239362,0.610827
The loss of function in the smallest C-terminal deletion mutant does not appear to be due to the direct involvement of these C-terminal residues in receptor binding because both monoclonal and polyclonal antisera directed to this region bind to IL-1 beta but do not neutralize its activity.,"Therefore, this region is probably indirectly involved in sustaining the structure of the receptor-binding site.",the results of the study of the tongue of the imf of the imf of the tongue of the tongue of the tongue of the tongue of the tongue of the tongue of the head of tongue are discussed.,0.07692307692110456,0.044992127065415964,3.7962701403234574e-07,1.1103047724285478e-09,0.040804469950405535,0.12079207920792079,0,0.6346060037612915,0.843923,0.270347,0.637238
The great sensitivity of the ab form to AMP activation and glucose-6-phosphate inhibition supports its physiological significance in heart under in vivo conditions as well.,Our results strongly suggest that the activity ratio -AMP/ + AMP reflects rather the percentage ratio of phosphorylated subunits than that of the activated (partially or totally phosphorylated) phosphorylase molecules.,"the results of the results of the variance of the logarithm of the logarithm of the logarithm of the variance of variance are obtained, and the results of the results of the variance of the variance are obtained.",0.1578947368379502,0.06532553344465905,4.912333116528233e-07,1.356590733316526e-09,0.05338902610333434,0.18029556650246306,0,0.7200115919113159,0.757327,0.266524,0.630726
Previously we have shown by indirect immunofluorescence (IF) technique that a special IgA antibody in the sera of patients with dermatitis herpetiformis (DH) binds to the structures of the normal jejunum.,Now we show by direct IF that specific IgA deposits are present in the proximal jejunum of 11/12 DH and 2/2 celiac patients before a gluten-free diet (GFD).,the structure of the normal jejunum was studied by indirect immunofluorescent staining of the sera of patients [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD].,0.14285714285306125,2.049800154167543e-09,5.030792070065961e-12,2.511538160064384e-13,0.04346076458752516,0.1295804567180032,0,0.5702549815177917,0.46639,0.342763,0.654153
Confluent monolayers of MDCK (Madin-Darby canine kidney) cells provide a widely used system to study the biogenesis of epithelial cell polarity.,"We now report that these cells are also capable of the vectorial constitutive secretion of a major endogenous product, a glycoprotein of 81 kDa, which is released into the medium from the apical surface within 30 min of its synthesis.","the results of the results of the questionnaire, the questionnaire, and the questionnaire, the results of the questionnaire, the questionnaire, and the results of the questionnaire, the questionnaire and the questionnaire are discussed.",0.196088884153471,0.07040280495680122,5.057063260180082e-07,1.3665096662976629e-09,0.053960857819995905,0.18852097130242826,0,0.7435252070426941,0.797966,0.147533,0.635211
Fetal umbilical velocimetry for the surveillance of pregnancies complicated by placenta previa.,Continuous-wave Doppler studies of the umbilical arteries were performed on 100 women with placenta previa prior to delivery in the third trimester and 100 control subjects matched for gestational age and with normally implanted placentas.,the results of the the study of the the effect of the v. v. v. v. v. v. v. v. v. v. v. v. v. v.,0.08162349777111304,0.048058614225810675,4.083189289117433e-07,1.20291377943712e-09,0.027686649462950148,0.09581151832460735,0,0.5442469716072083,0.370369,0.143397,0.463199
We used this method to determine changes in extent of carotid atherosclerosis with age in two sets of individuals.,One consisted of a cohort of 22 patients who underwent repeat B-mode studies separated by 1 1/2-3 years.,the results of the results of the results of the results and of the results and of the results and of the results of the results of the results of the results of the results of the results and.,0.05128205128073639,1.1616917255653596e-09,3.3163474334483016e-12,1.7841008157179387e-13,0.021957913998170177,0.0751694393099199,0,0.6320701837539673,0.748888,0.405877,0.521255
An overview.,Studies have been conducted over the past decade to develop a Resource-Based Relative Value Scale (RBRVS) for physicians' services.,the the law of the the law of the the law of the the law of the the law of the the law of the the law of the the law of the authority of the [PAD] [PAD] authority.,0.02564102564036821,8.214400967955679e-10,2.632186702273937e-12,1.5002439803884427e-13,0.01484230055658627,0.03676913803496082,0,0.6010446548461914,0.753507,0.292872,0.698348
The advent of computed tomographic (CT) scanning has initiated a revolutionary approach to the evaluation of articular disease.,CT affords the opportunity to noninvasively evaluate both osseous and soft tissue structures during a single diagnostic examination.,the results of the the results of the the results of the results of the computed tomography scanning have enabled a new approach to the evaluation of joint disease in the [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [PAD] [SEP].,0.07692307692110456,1.4227759830242193e-09,3.796270140323458e-12,1.974432115677638e-13,0.039222316145393066,0.0751694393099199,0,0.5995663404464722,0.70974,0.350651,0.636261
"Ca2+ stimulated then inhibited adenylate cyclase activity, with values for half-maximal stimulation and inhibition of 0.6 and 10 microM, respectively.",Maximal activation (1.4-fold) was observed at 2 microM free Ca2+.,the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the two groups.,2.5641025640368184e-17,2.597621667263174e-17,2.632186702273938e-17,2.6678529803596046e-17,0.01008827238335435,0,0,0.6166197657585144,0.560179,0.348712,0.366809
"Based on this meta-analysis, agar therapy for neonatal jaundice can neither be recommended nor rejected.",The methodologic analysis gives clear guidance for future research concerning the effectiveness of agar in treating neonatal jaundice and provides a model for meta-analysis of other prospective trials in pediatrics.,"the results of the results of the results of the in and of the other methods, including, in, in, in, in, in, in, and in, are tabulated in the literature.",0.2333333333177778,2.8365431444651447e-09,6.598930969956215e-12,3.211916511226599e-13,0.051948051948051945,0.2333333333333334,0,0.6400020718574524,0.815402,0.242081,0.667077
"Schedule-induced water consumption, determined over 11 consecutive 1 h/day testing sessions, was not significantly altered by either lesion.","These results suggest that the mesocortical dopaminergic projection to the medial prefrontal cortex, and reciprocal projections from medial prefrontal cortex to the nucleus accumbens and the ventral tegmental area, are not essential for the acquisition of schedule-induced drinking.","the results of the the results of the the results of the age of age, sex, age, sex, sex, age, age, age, and the results of the the age were obtained.",0.20590258415709634,0.07400090368362239,5.321121606871028e-07,1.4394489138930177e-09,0.06344827586206897,0.1992533831077928,0,0.7508015632629395,0.692723,0.153632,0.641129
"Cells in epithelioid sheets were polygonal in shape but, unlike cells in true epithelia, had no basement membrane or polar structure; they also lacked tight junctions and desmosomes.","Ultrastructural examination showed that, in contrast to the untransfected phenotype, cells in epithelioid sheets had large increases in adherens junctions and gap junctions.","the topology of the cultured cells was studied in different ways, including fibroblast -, fibroblast - -, fibroblast -, fibroblast -, fibroblast -, fibroblast -, polylysine, and fibroblast - -.",0.13333333332888891,2.1442250696028833e-09,5.47596801090444e-12,2.7925742928429695e-13,0.062122519413287315,0.15462610899873255,0,0.7354042530059814,0.628079,0.376025,0.639189
"The cellular and molecular damage produced by mitomycin C (MMC) in Chinese hamster ovary cells, AA8-4, and a repair deficient mutant of this line, UV-20, was studied by utilizing a system in which oxygen levels could be altered and monitored in solution during acute drug exposures.","The cytotoxic activity of MMC decreased from hypoxic conditions to 1% oxygen in solution, while from 1 to 20% there was little change.",the probability of the probability of the imf of the probability of the imf of the probability of the probability of the probability of the probability of the probability of the probability of the probability of the plc of.,0.02564102564036821,8.214400967955679e-10,2.632186702273937e-12,1.5002439803884427e-13,0.01998334721065779,0.03383250138657793,0,0.6409561634063721,0.701708,0.236201,0.556487
The immediate management of associated urologic injuries continues to evolve and evoke controversy.,Selected cases of extraperitoneal bladder perforation may be safely managed solely by catheter drainage.,the significance of the the significance of the the significance of the value of the the value of the value of the value of the value of the value of the value of the the venous thromboembolism.,0.0270270270262966,8.664587414929847e-10,2.778492594453109e-12,1.5848464939717997e-13,0.0196319018404908,0.04268719384184745,0,0.6703368425369263,0.55369,0.240294,0.571486
"Both rSCC and rPD were abolished by dermal treatment of skins with the metabolic inhibitor dinitrophenol, or by omission of chloride ion from the Ringer solution bathing both sides of the skin.",There was a significant positive correlation between rSCC and isotopically determined net chloride transport after amiloride.,the surface of the skin was blocked by the addition of small amounts of dinitrophenol on the surface of the surface of the skin or by the absence of chloride ion from the ringer solution.,0.05714285714122452,1.2964074470667444e-09,3.706719289846656e-12,1.9973527828806605e-13,0.04645760743321719,0.08407994486560992,0,0.7843847870826721,0.727084,0.40267,0.573496
"Only three clinical MIs were found (all in group 3), although 1 of 31 patients from group 2 and 32 of 61 from group 3 had CK-MB greater than 4%.","Highly elevated CK and CK-MB are associated with longer hospitalization, and a greater risk of skin grafting or amputation, than with levels less than 400 U/L.","the results of the results of the study were :, and, and, and, and, and, and, and, and, and, and and, and, and and, and and.",0.11538461537573967,2.1483446219513885e-09,5.772078365868473e-12,3.023898468540536e-13,0.03250865752295789,0.07692307692307691,0,0.6687522530555725,0.805634,0.254212,0.666454
Effects of long-term parenteral nutrition on gastrin release in dogs.,The effects of long-term total parenteral nutrition (TPN) on gastrin release were evaluated in dogs.,the results of the the results of the results of the results of the results of the results of the results of the results of the results of the results of.........,0.03225806451508849,1.0369516946964183e-09,3.334568816409118e-12,1.9076129215280469e-13,0.05310273054605335,0.04638783269961977,0,0.4291709065437317,0.685581,0.285667,0.483582
"By repeat ultrasound examination in the 36th week of pregnancy, all low placentations had converted to normal position.",Low placentation in mid-trimester was not associated with pregnancy complications or neonatal complications.,"the results of the the results of the present study, the results of the results of the previous study, and the results of the previous study are tabulated in the light of the results of the study.",0.0270270270262966,8.664587414929847e-10,2.778492594453109e-12,1.5848464939717997e-13,0.029053177691309984,0.04379038047379757,0,0.6034532189369202,0.583987,0.188315,0.482664
The effectiveness of a new levo-norgestrel releasing intrauterine device is assessed in fourteen patients with histologically confirmed hyperplastic lesions of the endometrial mucosa.,The morphologic response of the hyperplastic endometria to the action of the levo-norgestrel in this study explains the regression of the cases so treated.,the results of the morphological properties of the levo - norgestrel releasing device are compared in the patients with hyperplastic lesions of the uterine mucosa and in [PAD] [PAD] [PAD] [PAD] [PAD] the menstrual cycle.,0.2857142857061225,0.1587768372028858,9.14155586877348e-07,2.2104342120771487e-09,0.15035892955853356,0.2806210465784934,0,0.6826819777488708,0.834699,0.276634,0.707291
Three case histories are presented that illustrate unexpected TMJ responses in which the condyles were still posteriorly displaced in spite of FJO treatment.,Only 2% to 3% of the author's practice responds in this manner and no physiologic mechanism is suggested.,"the results of the the results of the analysis were nickel, nickel, nickel, nickel, nickel, nickel, nickel, and monoclinic, and nickel, nickel, nickel, and monoclinic,.",0.11999999999520003,0.07071067811576745,6.012854886393523e-07,1.7729842263938849e-09,0.03517626719862547,0.14375490966221524,0,0.5438202619552612,0.721984,0.173902,0.559876
"However, when graded doses of testosterone enanthate (T.E.)","were given to GnRH-A-treated intact male rats, a paradoxical dose-dependent increase in serum FSH occurred; whereas serum LH remained suppressed.","the effects of testosterone, estrone, [PAD]one, [PAD]one, and [PAD]one were observed. v. v. v. v. v. v. v. v. v. v.",0.0476190476167801,1.5430334995456054e-09,5.004173624391773e-12,2.888558389780397e-13,0.012204424103737604,0.048995983935742976,0,0.5301731824874878,0.467535,0.287059,0.561354
Implications for the prevention of travelers' diarrhea.,The heat susceptibility of four bacterial enteropathogens in foods and water was studied to develop effective recommendations for travelers to regions where diarrheal diseases are important health problems.,the results of the the study of the determination of the the pathogenicity of the different strains are presented. v. v. v. v. v. v. v. v. v. v.,0.06896551723900123,1.5694120513807777e-09,4.501632809041089e-12,2.433796227310421e-13,0.028915662650602414,0.07039815349105598,0,0.495554655790329,0.623721,0.238337,0.518034
Comparisons between written and computerised patient histories.,"Patient histories were obtained from 99 patients in three different ways: by a computerised patient interview (patient record), by the usual written interview (medical record), and by the transcribed record, which was a computerised version of the medical record.",the role of the management of the patient..... virginia. virginia..... virginia. virginia. virginia. virginia. virginia. virginia. virginia. virginia. virginia..,0.07347748860938555,0.037745471640502314,3.081126777495782e-07,8.937460986538552e-10,0.03314799445424272,0.1298563065460351,0,0.25689488649368286,0.721875,0.344223,0.638987
"Perioperatively, 13 patients died of hemorrhage from the hepatic wound and from the associated major vascular injuries that were present in eight of the 13 cases.",The remaining deaths were not primarily a consequence of the hepatic wound.,the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the two groups.,0.05128205128073639,0.036735917917577944,3.316347433448301e-07,1.0032736169840087e-09,0.09415534723729864,0.08670931058990762,0,0.6765209436416626,0.787675,0.353083,0.63059
In neither case was the deviation from linearity statistically significant.,"During exercise, the averaged CO2 responses were essentially isocapnic at work loads greater than 75 W with either method of deriving PACO2.",the results of the the results of the understanding of the normality and the acceptability of the instrument were discussed and the implications of the results of the results of the validity scale and the validity scale are discussed.,0.07692307692110456,1.4227759830242193e-09,3.796270140323458e-12,1.974432115677638e-13,0.027538726333907054,0.10356536502546687,0,0.7289423942565918,0.808536,0.290811,0.599205
"To establish a hierarchic classification system, ranks cannot be defined by the exclusive and inflexible application of phylogenetic parameters.","Because both stability and practicality are prerequisites for a successful system, decisions about the delineation of genera must be made by combining phylogenetic coherency with unifying phenotypic properties of taxonomic value consistent with the needs of a hierarchic system.",the merging of the the and of the musical and of the musical and of the musical redundancy of the perceptual and of the perceptual and of the perceptual and of the perceptual and of the perceptual are discussed.,0.17948717947797505,2.1733262130021704e-09,5.035192021529527e-12,2.440261695265462e-13,0.03766921718658034,0.15384615384615383,0,0.7101498246192932,0.850886,0.336585,0.673476
Ovulation was induced after 13 days of infusion which was terminated on the 23rd day of therapy.,"Luteal function was supported by hCG (5,000 IU per dose) which was given 4 times from the 23rd to the 31st day of the treatment cycle.",the results of the results of the results of the results of the results and of the results of the results of the results of the results of the results of the results of the results of the results.,0.10256410256147275,0.051952433345263505,4.178335940166351e-07,1.1931001236118979e-09,0.034509190293601444,0.12768184196755628,0,0.6647139191627502,0.814456,0.336949,0.614437
Incontinentia pigmenti (IP) is a rare hereditary disorder that has recently been classified as a chromosomal instability syndrome.,"As in Fanconi anemia and ataxia telangiectasia, spontaneous and inducible chromosomal aberrations primarily of the chromatid type are increased in patients with IP.",the results of the the results of the the results of the results of the results of the results of the results of the results of the results of the results of the results of the results are discussed.,0.07692307692110456,0.044992127065415964,3.7962701403234574e-07,1.1103047724285478e-09,0.03155941715909437,0.10149750415973378,0,0.6913392543792725,0.608065,0.218711,0.570228
Coffee extract and selected fractions decreased the conversion of [14C]-arachidonic acid to thromboxane B2 by the platelets.,"These studies show that coffee extracts contain compounds which are active in inhibiting platelet aggregation, a critical step involved in thrombosis and other vascular disorders.",the results of the results and of the results of the results of the results of the results of the results of the results of the results of the results of the results of the present study are discussed.,0.05128205128073639,1.1616917255653596e-09,3.3163474334483016e-12,1.7841008157179387e-13,0.03481063658340049,0.03253333333333333,0,0.6972458362579346,0.712096,0.269832,0.520175
Computerized tomographic diagnostic aspects of acquired immunodeficiency syndrome.,The involvement of the CNS in patients with AIDS is frequent such that 80 percent of patients have evidence of CNS disease at autopsy.,the department of the the department of the the department of the the university of virginia. virginia. virginia. virginia. virginia. virginia. virginia. virginia. virginia. virginia. virginia. virginia..,0.14814814814266122,0.07548513560679027,6.108402180259364e-07,1.7554679594241147e-09,0.040473741702372064,0.15854450942170237,0,0.30551332235336304,0.72775,0.324393,0.688136
"Of a variety of nucleotides tested, only adenosine 5'-O-(3-thio)triphosphate could substitute for ATP in the joining reaction.","The enzyme was competitively inhibited by dATP, with an apparent Ki of 2.3 microM.",the results of the statistical analysis of the statistical analysis of the intelligence of the imf of the intelligence of the imf of the intelligence of the intelligence of the intelligence of the intelligence of the offenders are discussed.,0.02564102564036821,8.214400967955679e-10,2.632186702273937e-12,1.5002439803884427e-13,0.040318302387267906,0.041244083840432724,0,0.6869615316390991,0.611527,0.180593,0.483347
Strains carrying mutations in the prfB gene encoding peptide chain release factor 2 of Escherichia coli were isolated.,"prfB1, prfB2, and prfB3 were selected as suppressor mutations of a lacZ (UGA) mutation at 37 degrees C, one of which, prfB2, is temperature sensitive in growth.",the results of the the results of the the results of the results of the results of the results of the results of the results of the results of the results of the results of the results are discussed.,0.05128205128073639,1.1616917255653596e-09,3.3163474334483016e-12,1.7841008157179387e-13,0.01795063575168287,0.06266050333846944,0,0.5878901481628418,0.747955,0.271879,0.524963
"The first and second doses of paracetamol reduced pain significantly more than placebo, while this was true only for the second dose of diflunisal.","There was no significant difference in pain reduction with the first and second dose of paracetamol, when compared with the first and the second dose of diflunisal.",the results of the study were obtained in the presence of the presence of the dose of drug and in the presence of the presence of the presence of the presence of the presence of the presence of placebo.,0.2051282051229455,0.07347183583515587,5.26437340454787e-07,1.4188431559098949e-09,0.08503560572392627,0.21931176168464303,0,0.7175256013870239,0.892276,0.416519,0.748407
A new method was used to measure D-arabinitol enantioselectively in the sera of 27 healthy adults and four patients with candidiasis.,"Arabinitol was measured by gas chromatography in serum that was treated with and without the Klebsiella pneumoniae enzyme D-arabinitol dehydrogenase, lactic dehydrogenase, NAD, and sodium pyruvate.","the results of the results of the method was compared to the method of the method using the same method, using the same method and the same method using the same method, using the same method alone.",0.08108108107888973,1.5007505629280368e-09,4.007279750452312e-12,2.085775285235154e-13,0.034657039711191336,0.09833422890918861,0,0.7516986131668091,0.633331,0.176637,0.562541
"Forty-five-minute perfusion with chenodeoxycholate increased mannitol absorption from 0 to 0.9 nmol/min/cm, whereas prostaglandin pretreatment reduced this increase threefold (P less than 0.001).",The increase in mannitol absorption coincided with progressive denudation of epithelial cells from intestinal villi.,the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the results of the two groups.,0.02564102564036821,8.214400967955679e-10,2.632186702273937e-12,1.5002439803884427e-13,0.02962962962962963,0.04026402640264027,0,0.7161605954170227,0.517873,0.253876,0.486525
A moderate level of zinc deficiency has been reported in a variety of conditions.,"Clinical manifestations include growth retardation and male hypogonadism in adolescence, rough skin, poor appetite, mental lethargy, delayed wound healing, cell-mediated immune dysfunctions, and abnormal neurosensory changes.","the results of the the results of the three groups were compared with : the results of the controls, and the results of the the experimental group, the controls, and the results of the control group.",0.05555555555401238,1.259881576661928e-09,3.600754492041302e-12,1.939396682572253e-13,0.030037546933667086,0.06644880174291938,0,0.757242739200592,0.657229,0.187519,0.507884
Cholesterol levels and eicosanoid production in rats fed phosphatidylinositol or soybean lecithin.,Male young rats were fed 8% corn oil diets supplemented either with 2% phosphatidylinositol (PI) from safflower seeds or soybean lecithin (SL) for 22 days.,the results of the the results of the the results of the results of the results of the results of the results of the results of the results of the..........,3.3333333332222224e-17,3.390317517989093e-17,3.4496436827447336e-17,3.5114762706939334e-17,0,0,0,0.46849173307418823,0.580682,0.238238,0.408521
